"$wgCityId","URL","$wgSitename","$wgContentLanguage","Date of creation","Founder name","WAC Project - PVT","ARC/WAC Project - WR/IVT","Remarks"
"","https://khrono.fandom.com/zh-tw","Khrono宇宙 Wiki","zh-tw","2022-09-11 07:26:03","Khrono Glory","","",""
"","https://team-gengar.fandom.com/zh-tw","耿鬼戰隊 Team Gengar Wiki","zh-tw","2022-09-10 17:40:50","FangyiXia","","",""
"","https://shiningnikki.fandom.com/zh-tw","閃耀暖暖 Wiki","zh-tw","2022-09-10 12:51:26","BeautifulLolitaGirl","","",""
"","https://oasisfatis.fandom.com/zh-tw","綠洲 Wiki","zh-tw","2022-09-09 11:44:25","Evalin jass","","",""
"","https://and123456a.fandom.com/zh-tw","天下第一關 Wiki","zh-tw","2022-09-08 16:57:22","Bleach5x6","","",""
"","https://pixelsurvivalgame2.fandom.com/zh-tw","像素生存遊戲2中文 Wiki","zh-tw","2022-09-07 12:25:12","HandsomeDog","","",""
"","https://xup65xu4.fandom.com/zh-tw","貓咪大戰爭中文非官方資料站 Wiki","zh-tw","2022-09-07 05:52:02","Xup65xu4","","",""
"","https://taiwancomics.fandom.com/zh-tw","臺灣漫畫 Wiki","zh-tw","2022-09-06 04:54:03","Huang0608","","",""
"","https://harris0628mc.fandom.com/zh-tw","我可能會的MC知識 Wiki","zh-tw","2022-09-05 12:12:39","Herris0628","","",""
"","https://oij.fandom.com/zh-tw","Oij Wiki","zh-tw","2022-09-04 15:35:13","許建發","","",""
"","https://dogshouse.fandom.com/zh-tw","狗屋 Wiki","zh-tw","2022-09-04 14:43:06","JokerDog42240","","",""
"","https://suan.fandom.com/zh-tw","暈船仔世界 Wiki","zh-tw","2022-09-04 12:30:02","Suan0925","","",""
"","https://realchrome.fandom.com/zh-tw","Chrome Wiki","zh-tw","2022-09-03 17:24:42","SwimABirdo","","",""
"","https://earthmc.fandom.com/zh-tw","EarthMC Wiki","zh-tw","2022-09-03 05:16:58","AuroralMoss","","",""
"","https://yellow765.fandom.com/zh-tw","Yellow765 Wiki","zh-tw","2022-09-01 23:51:13","YellowCat765","","",""
"","https://bhvtubergossip.fandom.com/zh-tw","場外新Vtuber八卦串 Wiki","zh-tw","2022-09-01 15:23:16","只是個路人甲","","",""
"","https://morimonmon.fandom.com/zh-tw","Morimonmon Wiki","zh-tw","2022-09-01 06:11:37","Morimon09","","",""
"","https://flowersariel.fandom.com/zh-tw","花亦山心之月 Wiki","zh-tw","2022-08-31 09:25:03","WaDDKuwaku","","",""
"","https://81d4mc.fandom.com/zh-tw","81D4MC Wiki","zh-tw","2022-08-30 12:42:06","Lkh Lo","","",""
"","https://derry-district.fandom.com/zh-tw","Derry District 德里鎮 Wiki","zh-tw","2022-08-30 11:44:03","Roewdsroblox","","",""
"","https://jinyong.fandom.com/zh-tw","金庸作品集 Wiki","zh-tw","2022-08-30 03:51:08","竹語","","",""
"","https://aut.fandom.com/zh-tw","AUT資訊區 Wiki","zh-tw","2022-08-29 20:12:12","金槍魚飯糰","","",""
"","https://torres-ng.fandom.com/zh-tw","Torres Ng 吳俊彥 Wiki","zh-tw","2022-08-29 19:09:06","TM4992","","",""
"","https://acgmusic.fandom.com/zh-tw","日本 ACG 音樂 Wiki","zh-tw","2022-08-29 14:15:04","列维劳德","","",""
"","https://minecraft-world-association.fandom.com/zh-tw","Minecraft World Association Wiki","zh-tw","2022-08-29 10:30:04","HyCarbo","","",""
"","https://icfederalempire.fandom.com/zh-tw","IC聯邦帝國 Wiki","zh-tw","2022-08-29 03:24:33","IC7809","","",""
"","https://molesworld.fandom.com/zh-tw","摩爾莊園手遊 Wiki","zh-tw","2022-08-28 07:43:08","HC8FD","","",""
